Average Market Capitalization of listed companies during the six months ended 30 June 2020,,,,,,,,,,
Sr. No.,Company name,ISIN,BSE Symbol,BSE 6 month Avg Total Market Cap in (Rs. Crs.),NSE Symbol,NSE 6 month Avg Total Market Cap (Rs. Crs.),MSEI Symbol,MSEI 6 month Avg Total Market Cap in (Rs Crs.),Average of All Exchanges (Rs. Cr.),"Categorization as per SEBI Circular dated Oct 6, 2017"
690,VA TECH WABAG LIMITED,INE956G01038,WABAG,804.95,WABAG, 804.84 ,,, 804.90 ,Small Cap
691,"HIMATSINGKA SEIDE LTD.,",INE049A01027,HIMATSEIDE,804.30,HIMATSEIDE, 804.23 ,,, 804.27 ,Small Cap
692,AGC NETWORKS LIMITED,INE676A01019,AGCNET,810.84,AGCNET, 788.47 ,,, 799.65 ,Small Cap
693,MASTEK LIMITED,INE759A01021,MASTEK,796.15,MASTEK, 794.16 ,,, 795.16 ,Small Cap
694,CLARIANT CHEMICALS (INDIA) LIMITED,INE492A01029,CLNINDIA,794.83,CLNINDIA, 794.93 ,,, 794.88 ,Small Cap
695,RAMKRISHNA FORGINGS LTD.,INE399G01015,RKFORGE*,795.08,RKFORGE, 793.54 ,,, 794.31 ,Small Cap
696,"SIYARAM SILK MILLS LTD.,",INE076B01028,SIYSIL,793.20,SIYSIL, 793.56 ,,, 793.38 ,Small Cap
697,ITD CEMENTATION INDIA LTD,INE686A01026,ITDCEM,793.49,ITDCEM, 793.13 ,,, 793.31 ,Small Cap
698,BALMER LAWRIE INVESTMENTS LTD.,INE525F01017,BLIL,792.16,,,,, 792.16 ,Small Cap
699,INDO COUNT INDUSTRIES LTD,INE483B01026,ICIL,792.30,ICIL, 791.65 ,,, 791.98 ,Small Cap
700,PDS MULTINATIONAL FASHIONS LIMITED,INE111Q01013,PDSMFL,791.26,PDSMFL, 789.93 ,,, 790.59 ,Small Cap
701,SRIKALAHASTHI PIPES LIMITED,INE943C01027,SRIPIPES,785.00,SRIPIPES, 785.07 ,,, 785.04 ,Small Cap
702,"ORIENTAL CARBON & CHEMICALS LTD.,",INE321D01016,ORIENTCQ,787.04,OCCL, 768.65 ,,, 777.85 ,Small Cap
703,SHANKARA BUILDING PRODUCTS LIMITED,INE274V01019,SHANKARA,775.53,SHANKARA, 775.43 ,,, 775.48 ,Small Cap
704,RATTANINDIA POWER LIMITED,INE399K01017,RTNPOWER,792.87,RTNPOWER, 757.06 ,,, 774.96 ,Small Cap
705,KIRLOSKAR PNEUMATIC CO.LTD.,INE811A01020,KIRLPNU,769.34,,,,, 769.34 ,Small Cap
706,SOMANY HOME INNOVATION LIMITED,INE05AN01011,SHIL,768.43,SHIL, 769.56 ,,, 768.99 ,Small Cap
707,JAYBHARAT TEXTILES AND REAL ESTATE LIMITED,INE091E01039,JAYTEX,765.68,,,,, 765.68 ,Small Cap
708,HIL LIMITED,INE557A01011,HIL,762.69,HIL, 762.94 ,,, 762.82 ,Small Cap
709,DOLLAR INDUSTRIES LIMITED,INE325C01035,DOLLAR,756.96,DOLLAR, 756.00 ,,, 756.48 ,Small Cap
710,NRB BEARINGS LTD.,INE349A01021,NRBBEARING,754.20,NRBBEARING, 753.99 ,,, 754.09 ,Small Cap
711,DPSC LTD.,INE360C01024,,,DPSCLTD, 750.53 ,DPSCLTD,750.18, 750.35 ,Small Cap
712,FERMENTA BIOTECH LIMITED,INE225B01021,FERMENTA,750.07,,,,, 750.07 ,Small Cap
713,"EIH ASSOCIATED HOTELS LTD.,",INE276C01014,EIHAHOTELS,750.26,EIHAHOTELS, 748.66 ,,, 749.46 ,Small Cap
714,CIGNITI TECHNOLOGIES LTD,INE675C01017,CIGNITI,748.26,CIGNITITEC, 747.76 ,,, 748.01 ,Small Cap
715,L.G.BALKRISHNAN & BROS. LTD.,INE337A01034,LGBBROSLTD,744.10,LGBBROSLTD, 744.21 ,,, 744.15 ,Small Cap
716,KITEX GARMENETS LTD.,INE602G01020,KITEX,744.15,KITEX, 743.77 ,,, 743.96 ,Small Cap
717,FOSECO INDIA LTD,INE519A01011,FOSECOIND,743.44,FOSECOIND, 743.25 ,,, 743.35 ,Small Cap
718,KOVAI MEDICAL CENTER & HOSPITAL LTD,INE177F01017,KOVAI,743.16,,,,, 743.16 ,Small Cap
719,ASHIANA HOUSING LIMITED,INE365D01021,ASHIANA,741.64,ASHIANA, 740.65 ,,, 741.15 ,Small Cap
720,POWER MECH PROJECTS LIMITED,INE211R01019,POWERMECH,740.31,POWERMECH, 740.48 ,,, 740.39 ,Small Cap
721,RANE HOLDINGS LTD.,INE384A01010,RANEHOLDIN,739.18,RANEHOLDIN, 738.44 ,,, 738.81 ,Small Cap
722,NUCLEUS SOFTWARE EXPORTS LTD,INE096B01018,NUCLEUS,736.84,NUCLEUS, 737.54 ,,, 737.19 ,Small Cap
723,TEXMACO RAIL & ENGINEERING LIMITED,INE621L01012,TEXRAIL,735.36,TEXRAIL, 735.20 ,,, 735.28 ,Small Cap
724,SASKEN TECHNOLOGIES LIMITED,INE231F01020,SASKEN,733.92,SASKEN, 733.72 ,,, 733.82 ,Small Cap
725,ANANT RAJ LIMITED,INE242C01024,ANANTRAJ,730.65,ANANTRAJ, 730.69 ,,, 730.67 ,Small Cap
726,PTC INDIA FINANCIAL SERVICES LIMITED,INE560K01014,PFS,730.15,PFS, 729.64 ,,, 729.90 ,Small Cap
727,BODAL CHEMICALS LTD,INE338D01028,BODALCHEM,724.47,BODALCHEM, 724.66 ,,, 724.56 ,Small Cap
728,HMT LIMITED,INE262A01018,HMT,892.63,HMT, 551.03 ,,, 721.83 ,Small Cap
729,MOREPEN LABORATORIES LTD.,INE083A01026,MOREPENLAB,712.75,MOREPENLAB, 712.43 ,,, 712.59 ,Small Cap
730,"DREDGING CORPORATION OF INDIA LTD.,",INE506A01018,DREDGECORP,711.09,DREDGECORP, 711.36 ,,, 711.22 ,Small Cap
731,QUICK HEAL TECHNOLOGIES LIMITED,INE306L01010,QUICKHEAL,710.45,QUICKHEAL, 710.38 ,,, 710.41 ,Small Cap
732,PINE ANIMATION LIMITED,INE452N01026,PINEANIM,709.12,,,,, 709.12 ,Small Cap
733,G.M. BREWERIES LTD.,INE075D01018,GMBREW,706.14,GMBREW, 706.48 ,,, 706.31 ,Small Cap
734,NXTDIGITAL LIMITED ,INE353A01023,NXTDIGITAL,705.30,NXTDIGITAL, 704.34 ,,, 704.82 ,Small Cap
735,FILATEX INDIA LTD.,INE816B01027,FILATEX,704.51,FILATEX, 701.72 ,,, 703.11 ,Small Cap
736,PAUSHAK LIMITED (FORMERLY KNOWN AS DARSHAK LIMITED),INE111F01016,PAUSHAKLTD,698.81,,,,, 698.81 ,Small Cap
737,DALMIA BHARAT SUGAR AND INDUSTRIES LTD,INE495A01022,DALMIASUG,699.16,DALMIASUG, 698.02 ,,, 698.59 ,Small Cap
738,PRABHAT DAIRY LIMITED,INE302M01033,PRABHAT,690.53,PRABHAT, 691.07 ,,, 690.80 ,Small Cap
739,INOX WIND LIMITED,INE066P01011,INOXWIND,688.08,INOXWIND, 688.31 ,,, 688.19 ,Small Cap
740,"BHANSALI ENGINEERING POLYMERS LTD.,",INE922A01025,BEPL,687.08,BEPL, 687.11 ,,, 687.10 ,Small Cap
741,THE ANDHRA SUGARS LTD.,INE715B01013,ANDHRSUGAR,683.14,ANDHRSUGAR, 683.40 ,,, 683.27 ,Small Cap
742,PORSCHE CAPITAL MARKET LIMITED,INE939Q01017,,,,,PORSCHE, 678.19 , 678.19 ,Small Cap
743,ASTRA MICROWAVE PRODUCTS LTD.,INE386C01029,ASTRAMICRO,675.15,ASTRAMICRO, 675.14 ,,, 675.14 ,Small Cap
744,SANGHI INDUSTRIES LTD.,INE999B01013,SANGHIIND,674.81,SANGHIIND, 674.47 ,,, 674.64 ,Small Cap
745,CAMLIN FINE SCIENCES LTD,INE052I01032,CAMLINFINE,674.09,CAMLINFINE, 674.06 ,,, 674.07 ,Small Cap
746,MUTHOOT CAPITAL SERVICES LTD.,INE296G01013,MUTHTFN,668.95,MUTHOOTCAP, 668.61 ,,, 668.78 ,Small Cap
747,ACTION CONSTRUCTION EQUIPMENTS LTD.,INE731H01025,ACE,668.61,ACE, 668.34 ,,, 668.47 ,Small Cap
748,INDIA NIPPON ELECTRICALS LTD,INE092B01025,INDNIPPON,666.36,INDNIPPON, 666.65 ,,, 666.50 ,Small Cap
749,K.C.P. LTD,INE805C01028,KCP,666.38,KCP, 665.94 ,,, 666.16 ,Small Cap
750,SATIN CREDITCARE NETWORK LIMITED,INE836B01017,SATIN,665.51,SATIN, 663.94 ,,, 664.73 ,Small Cap
751,"SHANTHI GEARS LTD.,",INE631A01022,SHANTIGEAR,664.83,SHANTIGEAR, 664.46 ,,, 664.64 ,Small Cap
752,GALLANTT ISPAT LIMITED,INE528K01029, GALLISPAT,665.74,GALLISPAT, 662.34 ,,, 664.04 ,Small Cap
753,M.M.FORGINGS LTD.,INE227C01017,MMFL,662.06,MMFL, 662.20 ,,, 662.13 ,Small Cap
754,"SURYA ROSHNI LTD.,",INE335A01012,SURYAROSNI,659.00,SURYAROSNI, 659.41 ,,, 659.21 ,Small Cap
755,SUVEN LIFE SCIENCES LTD.,INE495B01038,SUVEN,858.73,SUVEN, 457.59 ,,, 658.16 ,Small Cap
756,GTPL HATHWAY LIMITED,INE869I01013,GTPL,655.71,GTPL, 655.30 ,,, 655.50 ,Small Cap
757,CENTRUM CAPITAL LIMITED,INE660C01027,CENTRUM,655.21,CENTRUM, 653.43 ,,, 654.32 ,Small Cap
758,INDIA MOTOR PARTS & ACCESSORIES LTD,INE547E01014,IMPAL,650.90,IMPAL, 647.73 ,,, 649.31 ,Small Cap
759,GRANDEUR PRODUCTS LIMITED,INE545R01010,GPL,646.04,,,,, 646.04 ,Small Cap
760,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,INE545H01011,TIIL,642.77,TIIL, 643.52 ,,, 643.15 ,Small Cap
761,"ELPRO INTERNATIONAL LTD.,",INE579B01039,ELPROINTL,640.57,,,,, 640.57 ,Small Cap
762,SIRCA PAINTS INDIA LTD.,INE792Z01011,,,SIRCA, 640.49 ,,, 640.49 ,Small Cap
763,SPENCER'S RETAIL LIMITED,INE020801028,SPENCER,639.82,SPENCERS, 639.94 ,,, 639.88 ,Small Cap
764,SML ISUZU LIMITED,INE294B01019,SMLISUZU,637.97,SMLISUZU, 637.90 ,,, 637.94 ,Small Cap
765,SOMANY CERAMICS LIMITED,INE355A01028,SOMANYCERA,632.63,SOMANYCERA, 632.58 ,,, 632.60 ,Small Cap
766,"TTK HEALTHCARE LTD.,",INE910C01018,TTKHEALTH,628.35,TTKHLTCARE, 627.65 ,,, 628.00 ,Small Cap
767,"PRAKASH INDUSTRIES LTD.,",INE603A01013,PRAKASH,625.52,PRAKASH, 625.16 ,,, 625.34 ,Small Cap
768,ORISSA SPONGE IRON AND STEEL LIMITED,INE228D01013,ORISSASP,625.29,,,,, 625.29 ,Small Cap
769,STERLING TOOLS LTD.,INE334A01023,STERTOOLS,623.90,STERTOOLS, 623.55 ,,, 623.73 ,Small Cap
770,SARDA ENERGY & MINERALS LTD,INE385C01013,SARDAEN,622.76,SARDAEN, 622.83 ,,, 622.79 ,Small Cap
771,EFFINGO TEXTILE & TRADING LIMITED,INE907N01029,EFFTXT,620.72,,,,, 620.72 ,Small Cap
772,PC JEWELLER LIMITED,INE785M01013,PCJEWELLER,619.09,PCJEWELLER, 617.87 ,,, 618.48 ,Small Cap
773,INDIABULLS INTEGRATED SERVICES LIMITED,INE126M01010,IBULISL,592.72,IBULISL, 643.23 ,,, 617.98 ,Small Cap
774,KOKUYO CAMLIN LTD,INE760A01029,KOKUYOCMLN,615.50,KOKUYOCMLN, 614.82 ,,, 615.16 ,Small Cap
775,MONNET ISPAT & ENERGY LIMITED,INE743C01021,MONNETISPA,615.02,AIONJSW, 614.57 ,,, 614.80 ,Small Cap
776,APCOTEX INDUSTRIES LIMITED,INE116A01032,APCOTEXIND,610.87,APCOTEXIND, 610.51 ,,, 610.69 ,Small Cap
777,KINGFA SCIENCE & TECHNOLOGY (INDIA) LTD,INE473D01015,KINGFA,608.01,KINGFA, 607.69 ,,, 607.85 ,Small Cap
778,GATI LIMITED,INE152B01027,GATI,609.27,GATI, 600.07 ,,, 604.67 ,Small Cap
779,MUSIC BROADCAST LIMITED,INE919I01024,RADIOCITY,602.94,RADIOCITY, 602.40 ,,, 602.67 ,Small Cap
780,HINDUSTAN PHOTO FILMS MFG. CO. LTD.,NA          ,HINPHOT,602.60,,,,, 602.60 ,Small Cap
781,MOLD-TEK PACKAGING LIMITED,INE893J01029,MOLDTKPAC,602.27,MOLDTKPAC, 601.81 ,,, 602.04 ,Small Cap
782,"SUNFLAG IRON & STEEL CO. LTD.,",INE947A01014,SUNFLAG,600.75,SUNFLAG, 600.84 ,,, 600.80 ,Small Cap
783,CONFIDENCE PETROLEUM INDIA LIMITED,INE552D01024,CONFIPET,596.01,CONFIPET, 596.20 ,,, 596.11 ,Small Cap
784,BAJAJ HINDUSTHAN SUGAR LIMITED,INE306A01021,BAJAJHIND,596.83,BAJAJHIND, 591.48 ,,, 594.15 ,Small Cap
785,USHA MARTIN LTD.,INE228A01035,USHAMART,594.16,USHAMART, 593.83 ,,, 593.99 ,Small Cap
786,SAREGAMA INDIA LTD.,INE979A01017,SAREGAMA,592.16,SAREGAMA, 592.08 ,,, 592.12 ,Small Cap
787,KALYANI INVESTMENT COMPANY LIMITED,INE029L01018,KICL,587.64,KICL, 587.99 ,,, 587.82 ,Small Cap
788,SNOWMAN LOGISTICS LIMITED,INE734N01019,SNOWMAN,583.72,SNOWMAN, 583.95 ,,, 583.84 ,Small Cap
789,"BANCO PRODUCTS (INDIA) LTD.,",INE213C01025,BANCOINDIA,582.21,BANCOINDIA, 582.15 ,,, 582.18 ,Small Cap
790,RELIANCE POWER LIMITED,INE614G01033,RPOWER,583.97,RPOWER, 576.53 ,,, 580.25 ,Small Cap
791,MAX VENTURES AND INDUSTRIES LIMITED,INE154U01015,MAXVIL,577.25,MAXVIL, 577.05 ,,, 577.15 ,Small Cap
792,ORIENTAL AROMATICS LIMITED,INE959C01023,OAL,574.11,OAL, 573.89 ,,, 574.00 ,Small Cap
793,"MANGALAM CEMENT LTD.,",INE347A01017,MANGLMCEM,572.99,MANGLMCEM, 573.36 ,,, 573.17 ,Small Cap
794,MIRZA INTERNATIONAL  LIMITED,INE771A01026,MIRZAINT,572.88,MIRZAINT, 572.91 ,,, 572.90 ,Small Cap
795,LUMAX AUTO TECHNOLOGIES LTD.,INE872H01027,LUMAXTECH,570.80,LUMAXTECH, 569.71 ,,, 570.25 ,Small Cap
796,GEOJIT FINANCIAL SERVICES LIMITED,INE007B01023,GEOJITFSL,570.25,GEOJITFSL, 569.67 ,,, 569.96 ,Small Cap
797,DISA INDIA LTD.,INE131C01011,DISAQ,567.56,,,,, 567.56 ,Small Cap
798,PATEL ENGINEERING LTD,INE244B01030,PATELENG,565.43,PATELENG, 568.03 ,,, 566.73 ,Small Cap
799,CESC VENTURES LIMITED,INE425Y01011,CESCVENTURE,565.22,CESCVENT, 564.83 ,,, 565.02 ,Small Cap
800,ASIAN GRANITO INDIA LIMITED,INE022I01019,ASIANTILES,563.75,ASIANTILES, 564.33 ,,, 564.04 ,Small Cap
801,GODAWARI POWER AND ISPAT LTD.,INE177H01013,GPIL,562.80,GPIL, 563.14 ,,, 562.97 ,Small Cap
802,BLACK ROSE INDUSTRIES LTD,INE761G01016,BLACKROSE,561.38,,,,, 561.38 ,Small Cap
803,MAN INFRACONSTRUCTION LIMITED,INE949H01023, MANINFRA,555.67,MANINFRA, 555.52 ,,, 555.59 ,Small Cap
804,ANDREW YULE & COMPANY LTD,INE449C01025,ANDREWYU,555.47,,,,, 555.47 ,Small Cap
805,MAA JAGDAMBE TRADELINKS LIMITED,INE403N01029,MAAJTL,552.50,,,,, 552.50 ,Small Cap
806,NATH BIOGENE INDIA LTD.,INE448G01010,NATHBIOGEN,551.56,NATHBIOGEN, 552.99 ,,, 552.28 ,Small Cap
807,REPRO INDIA LTD.,INE461B01014,REPRO,551.22,REPRO, 549.85 ,,, 550.53 ,Small Cap
808,KIRLOSKAR INDUSTRIES LTD,INE250A01039,KIRLOSIND,550.93,KIRLOSIND, 549.99 ,,, 550.46 ,Small Cap
809,KAVIT INDUSTRIES LIMITED,INE313M01014,KAVITIND,548.43,,,,, 548.43 ,Small Cap
810,"THIRUMALAI CHEMICALS LTD.,",INE338A01024,TIRUMALCHM,546.81,TIRUMALCHM, 546.84 ,,, 546.83 ,Small Cap
811,BALAJI TELEFILMS LTD.,INE794B01026,BALAJITELE,546.15,BALAJITELE, 545.73 ,,, 545.94 ,Small Cap
812,MPS LIMITED,INE943D01017,MPSLTD,517.94,MPSLTD, 572.36 ,,, 545.15 ,Small Cap
813,PUNJAB CHEMICALS AND CROP PROTECTION LTD.,INE277B01014,PUNJABCHEM,545.48,PUNJABCHEM, 543.40 ,,, 544.44 ,Small Cap
814,RENAISSANCE GLOBAL LIMITED,INE722H01016,RGL,541.62,RGL, 538.59 ,,, 540.11 ,Small Cap
815,"MAHANAGAR TELEPHONE NIGAM LTD.,",INE153A01019,MTNL,539.33,MTNL, 538.78 ,,, 539.05 ,Small Cap
816,GAYATRI PROJECTS LIMITED,INE336H01023,GAYAPROJ,538.37,GAYAPROJ, 538.30 ,,, 538.34 ,Small Cap
817,FINKURVE FINANCIAL SERVICES LIMITED,INE734I01027,FINKURVE,536.74,,,,, 536.74 ,Small Cap
818,GENUS POWER INFRASTRUCTURES LTD,INE955D01029,GENUSPOWER,535.15,GENUSPOWER, 534.99 ,,, 535.07 ,Small Cap
819,ALBA POLYMERS LIMITED,INE314S01019,,,,,ALBA, 529.36 , 529.36 ,Small Cap
820,TATA TELESERVICES (MAHARASHTRA) LTD.,INE517B01013,TTML,530.93,TTML, 527.75 ,,, 529.34 ,Small Cap
821,"ELECTROSTEEL CASTINGS LTD.,",INE086A01029,ELECTCAST,529.26,ELECTCAST, 528.94 ,,, 529.10 ,Small Cap
822,"COSMO FILMS LTD.,",INE757A01017,COSMOFILMS,523.50,COSMOFILMS, 523.20 ,,, 523.35 ,Small Cap
823,THE INVESTMENT TRUST OF INDIA LIMITED,INE924D01017,THEINVEST,517.68,THEINVEST, 527.01 ,,, 522.34 ,Small Cap
824,"SANDUR MANGANESE & IRON ORES LTD.,",INE149K01016,SANDUMA,522.01,,,,, 522.01 ,Small Cap
825,RELIANCE INFRASTRUCTURE LTD,INE036A01016,RELINFRA,521.71,RELINFRA, 521.44 ,,, 521.57 ,Small Cap
826,GVK POWER & INFRASTRUCTURE LTD,INE251H01024,GVKPIL,521.60,GVKPIL, 519.98 ,,, 520.79 ,Small Cap
827,GIC HOUSING FINANCE LTD.,INE289B01019,GICHSGFIN,520.57,GICHSGFIN, 520.78 ,,, 520.67 ,Small Cap
828,HBL POWER SYSTEMS LTD.,INE292B01021,HBLPOWER,408.61,HBLPOWER, 629.62 ,,, 519.11 ,Small Cap
829,COFFEE DAY ENTERPRISES LIMITED,INE335K01011,COFFEEDAY,516.47,COFFEEDAY, 519.92 ,,, 518.19 ,Small Cap
830,AVT NATURAL PRODUCTS LTD.,INE488D01021,AVTNPL,515.62,AVTNPL, 515.33 ,,, 515.48 ,Small Cap
831,JUMP NETWORKS LIMITED,INE974C01022,JUMPNET,513.82,,,,, 513.82 ,Small Cap
832,PNB GILTS LTD,INE859A01011,PNBGILTS,509.20,PNBGILTS, 509.00 ,,, 509.10 ,Small Cap
833,LAKSHMI VILAS BANK LTD,INE694C01018,LAKSHVILAS,508.91,LAKSHVILAS, 508.34 ,,, 508.62 ,Small Cap
834,"YUKEN INDIA LTD.,",INE384C01016,YUKEN,507.52,,,,, 507.52 ,Small Cap
835,ADF FOODS LIMITED.,INE982B01019,ADFFOODS,506.99,ADFFOODS, 507.15 ,,, 507.07 ,Small Cap
836,GANESHA ECOSPHERE LIMITED,INE845D01014,GANECOS,505.66,GANECOS, 503.99 ,,, 504.82 ,Small Cap
837,XCHANGING SOLUTIONS LIMITED,INE692G01013,XCHANGING,503.16,XCHANGING, 502.18 ,,, 502.67 ,Small Cap
838,EMAMI PAPER MILLS LTD.,INE830C01026,EMAMIPAP,500.16,EMAMIPAP, 502.78 ,,, 501.47 ,Small Cap
839,KESORAM INDUSTRIES LTD,INE087A01019,KESORAMIND,498.00,KESORAMIND, 498.05 ,,, 498.02 ,Small Cap
840,BLS INTERNATIONAL SERVICES LTD,INE153T01027,BLS,497.24,BLS, 497.49 ,BLS,496.42, 497.05 ,Small Cap
841,ATLAS JEWELLERY INDIA LIMITED,INE022N01019,AJIL,496.77,,,,, 496.77 ,Small Cap
842,ZEE LEARN LIMITED,INE565L01011,ZEELEARN,496.99,ZEELEARN, 496.38 ,,, 496.68 ,Small Cap
843,TEJAS NETWORKS LIMITED,INE010J01012,TEJASNET,495.57,TEJASNET, 494.45 ,,, 495.01 ,Small Cap
844,TRIVENI ENTERPRISES LIMITED,INE916P01025,TRIVENIENT,491.97,,,TRIVENIENT,492.18, 492.07 ,Small Cap
845,"ULTRAMARINE & PIGMENTS LTD.,",INE405A01021,ULTRAMAR,487.87,,,,, 487.87 ,Small Cap
846,DWARIKESH SUGAR INDUSTRIES LTD.,INE366A01041,DWARKESH,487.43,DWARKESH, 487.31 ,,, 487.37 ,Small Cap
847,LIFELINE DRUGS & PHARMA LTD,INE776N01028,LIFELINE,487.07,,,,, 487.07 ,Small Cap
848,NACL INDUSTRIES LIMITED,INE295D01020,NACLIND,486.35,NACLIND, 480.66 ,,, 483.51 ,Small Cap
849,GUFIC BIOSCIENCES LTD.,INE742B01025,GUFICBIO,482.50,GUFICBIO, 482.55 ,,, 482.52 ,Small Cap
850,TEXMACO INFRASTRUCTURE & HOLDINGS LTD,INE435C01024,TEXINFRA,482.26,TEXINFRA, 481.04 ,,, 481.65 ,Small Cap
851,GTL INFRASTRUCTURE LIMITED,INE221H01019,GTLINFRA,451.80,GTLINFRA, 510.79 ,,, 481.30 ,Small Cap
852,BHAGERIA INDUSTRIES LIMITED,INE354C01027,BHAGIL,478.40,BHAGERIA, 478.35 ,,, 478.37 ,Small Cap
853,"WENDT (INDIA) LTD.,",INE274C01019,WENDT,478.16,WENDT, 478.36 ,,, 478.26 ,Small Cap
854,ARMAN FINANCIAL SERVICES LIMITED,INE109C01017,ARMANFIN,477.12,ARMANFIN, 474.68 ,,, 475.90 ,Small Cap
855,RELIANCE INDUSTRIAL INFRASTRUCTURE,INE046A01015,RIIL,475.86,RIIL, 475.94 ,,, 475.90 ,Small Cap
856,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED,INE067A01029,CGPOWER,480.18,CGPOWER, 470.42 ,,, 475.30 ,Small Cap
857,FIEM INDUSTRIES LIMITED,INE737H01014,FIEMIND,474.81,FIEMIND, 474.49 ,,, 474.65 ,Small Cap
858,RAJAPALAYAM MILLS LIMITED,INE296E01026,RAJPALAYAM,474.22,,,,, 474.22 ,Small Cap
859,APTECH LTD.,INE266F01018,APTECHT,473.24,APTECHT, 472.28 ,,, 472.76 ,Small Cap
860,MEP INFRASTRUCTURE DEVELOPERS LIMITED,INE776I01010,MEP,472.66,MEP, 472.40 ,,, 472.53 ,Small Cap
861,MAHANIVESH (INDIA) LTD.,INE641D01017,MAHAN,469.94,,,,, 469.94 ,Small Cap
862,NEULAND LABORATORIES LIMITED.,INE794A01010,NEULANDLAB,370.06,NEULANDLAB, 564.64 ,,, 467.35 ,Small Cap
863,GREENPANEL INDUSTRIES LIMITED,INE08ZM01014,GREENPANEL,466.35,GREENPANEL, 465.69 ,,, 466.02 ,Small Cap
864,WATERBASE LIMITED,INE054C01015,WATERBASE,460.53,,,,, 460.53 ,Small Cap
865,EVEREADY INDUSTRIES INDIA LTD.,INE128A01029,EVEREADY,457.63,EVEREADY, 458.98 ,,, 458.31 ,Small Cap
866,"DYNAMATIC TECHNOLOGIES LTD.,",INE221B01012,DYNAMATECH,455.30,DYNAMATECH, 455.18 ,,, 455.24 ,Small Cap
867,HARYANA FINANCIAL CORPORATION LTD.,NA          ,HARAFIN,455.22,,,,, 455.22 ,Small Cap
868,"INDO RAMA SYNTHETICS (INDIA) LTD.,",INE156A01020,INDORAMA,454.98,INDORAMA, 454.75 ,,, 454.87 ,Small Cap
869,"VADILAL INDUSTRIES LTD.,",INE694D01016,VADILALIND,453.59,VADILALIND, 453.50 ,,, 453.55 ,Small Cap
870,APOLLO PIPES LIMITED,INE126J01016,APOLLOPIPES,452.45,APOLLOPIPE, 452.43 ,,, 452.44 ,Small Cap
871,TITAGARH WAGONS LTD,INE615H01020,TWL,448.30,TWL, 448.27 ,,, 448.29 ,Small Cap
872,IG PETROCHEMICALS LTD,INE204A01010,IGPL,448.56,IGPL, 447.18 ,,, 447.87 ,Small Cap
873,INDIAN METALS & FERRO ALLOYS LIMITED,INE919H01018,IMFA,447.01,IMFA, 446.34 ,,, 446.67 ,Small Cap
874,IFGL REFRACTORIES LIMITED,INE133Y01011,IFGLEXPOR,445.47,IFGLEXPOR, 446.27 ,,, 445.87 ,Small Cap
875,NELCO LTD,INE045B01015,NELCO,444.76,NELCO, 444.83 ,,, 444.79 ,Small Cap
876,RICO AUTO INDUSTRIES LTD.,INE209B01025,RICOAUTO,444.64,RICOAUTO, 444.53 ,,, 444.58 ,Small Cap
877,WPIL LTD,INE765D01014,WPIL,444.26,,,,, 444.26 ,Small Cap
878,TRESCON LIMITED,INE088D01011,TRESCON,443.01,,,,, 443.01 ,Small Cap
879,G N A AXLES LIMITED,INE934S01014,GNA,441.09,GNA, 441.12 ,,, 441.11 ,Small Cap
880,EBIXCASH WORLD MONEY INDIA LIMITED,INE726L01019,EBIXFOREX,441.57,EBIXFOREX, 438.40 ,,, 439.98 ,Small Cap
881,"UNITECH LTD.,",INE694A01020,UNITECH,451.67,UNITECH, 426.16 ,,, 438.91 ,Small Cap
882,GARWARE POLYESTERS LTD,INE291A01017,GARWARPOLY,437.79,,,,, 437.79 ,Small Cap
883,ORIENT PAPER & INDUSTRIES LTD.,INE592A01026,ORIENTPPR,437.78,ORIENTPPR, 437.66 ,,, 437.72 ,Small Cap
884,SHARDA MOTOR INDUSTRIES LTD,INE597I01010,SHARDA,467.66,SHARDAMOTR, 402.86 ,,, 435.26 ,Small Cap
885,MORGANITE CRUCIBLE (INDIA) LIMITED,INE599F01012,MORGANITE,433.58,,,,, 433.58 ,Small Cap
886,SVP GLOBAL VENTURES LIMITED,INE308E01011,SVPGLOB,433.35,,,,, 433.35 ,Small Cap
887,THANGAMAYIL JEWELLERY LIMITED,INE085J01014,THANGAMAYL,431.06,THANGAMAYL, 430.61 ,,, 430.83 ,Small Cap
888,CHEVIOT CO.LTD.,INE974B01016,CHEVIOT,430.65,,,,, 430.65 ,Small Cap
889,"SHREE DIGVIJAY CEMENT CO. LTD.,",INE232A01011,SHREDIGCEM,430.32,SHREDIGCEM, 430.27 ,,, 430.29 ,Small Cap
890,PLASTIBLENDS INDIA LTD.,INE083C01022,PLASTIBLEN,423.19,PLASTIBLEN, 422.85 ,,, 423.02 ,Small Cap
891,RPG LIFE SCIENCES LIMITED,INE105J01010,RPGLIFE,422.91,RPGLIFE, 423.02 ,,, 422.96 ,Small Cap
892,JAIPRAKASH ASSOCIATES LIMITED,INE455F01025,JPASSOCIAT,426.79,JPASSOCIAT, 418.17 ,,, 422.48 ,Small Cap
893,5PAISA CAPITAL LIMITED,INE618L01018,5PAISA,422.49,5PAISA, 422.40 ,,, 422.44 ,Small Cap
894,PRICOL LIMITED,INE726V01018,PRICOLLTD,421.85,PRICOLLTD, 422.71 ,,, 422.28 ,Small Cap
